,Name,Roll_no,Age,Gender,Branch,Internships,CGPA,Hostel,Backlogs,PlacedOrNot
376,Randhir,me15b1077,22,Male,Mechanical,1,6.18,1,0,0
377,Aarna,ec15b1349,21,Female,Electronics And Communication,0,7.23,0,0,0
378,Aarushi,cs15b1337,26,Female,Computer Science,1,6.33,0,0,1
379,Puran,cv15b1170,22,Male,Civil,1,6.23,0,0,0
380,Sambhunath,me15b1066,22,Male,Mechanical,0,6.42,1,1,1
381,Navya,ec15b1259,20,Female,Electronics And Communication,2,7.49,0,0,1
382,Anaya,el15b1298,20,Female,Electrical,0,9.03,0,1,1
383,Amaya,it15b1086,22,Female,Information Technology,1,7.27,0,0,1
384,Jahangir,el15b1037,22,Male,Electrical,1,8.44,0,1,1
385,Aditya,el15b1124,22,Male,Electrical,1,6.38,0,0,0
386,Amisha,me15b1233,20,Female,Mechanical,1,7.48,1,1,0
387,Aarvi,me15b1409,23,Female,Mechanical,1,7.06,0,0,0
388,Ambika,cs15b1201,22,Male,Computer Science,1,6.19,0,0,0
389,Arushi,it15b1347,21,Female,Information Technology,0,6.45,0,1,0
390,Anjali,el15b1323,23,Female,Electrical,0,6.16,1,0,0
391,Araya,cs15b1365,22,Female,Computer Science,1,6.22,0,0,0
392,Bhushan,cs15b1513,20,Male,Computer Science,1,7.04,0,0,0
393,Sarabjit,it15b1234,21,Male,Information Technology,0,7.48,0,1,1
394,Srinivas,cs15b1480,23,Male,Computer Science,0,6.45,0,0,0
395,Satyadev,me15b1424,23,Male,Mechanical,1,7.49,1,0,0
396,Shanaya,ec15b1404,23,Female,Electronics And Communication,0,6.03,0,1,0
397,Anil,cv15b1295,20,Male,Civil,0,9.23,1,1,1
398,Srinivas,it15b1419,22,Male,Information Technology,1,5.26,0,0,0
399,Aradhya,me15b1252,20,Female,Mechanical,1,5.34,1,0,0
400,Dileesh,me15b1095,21,Male,Mechanical,0,7.23,1,0,0
401,Saina,cv15b1118,21,Female,Civil,2,7.06,0,0,0
402,Ankit,me15b1142,21,Male,Mechanical,1,8.05,1,1,1
403,Girish,it15b1630,20,Male,Information Technology,0,7.12,0,0,0
404,Lakshan,it15b1484,21,Male,Information Technology,0,7.3,0,0,0
405,Hiten,ec15b1220,23,Male,Electronics And Communication,2,8.11,0,0,1
406,Mehar,me15b1272,24,Male,Mechanical,1,7.28,1,0,0
407,Pranay,it15b1088,21,Male,Information Technology,1,7.42,0,1,0
408,Vidhi,ec15b1095,22,Female,Electronics And Communication,1,7.44,0,1,0
409,Kripa,ec15b1172,21,Male,Electronics And Communication,0,9.27,0,0,1
410,Aniruddha,cs15b1237,22,Male,Computer Science,0,6.09,0,0,1
411,Anshi,ec15b1424,22,Female,Electronics And Communication,0,7.43,0,0,0
412,Sabyasachi,cs15b1398,20,Male,Computer Science,1,7.27,1,0,1
413,Amaya,cs15b1289,21,Female,Computer Science,1,8.27,1,0,1
414,Diya,cv15b1139,22,Female,Civil,0,9.3,0,1,1
415,Tanmay,me15b1061,22,Male,Mechanical,1,7.23,1,0,0
416,Amrutlal,me15b1137,21,Male,Mechanical,0,8.18,1,0,1
417,Anaya,el15b1018,24,Female,Electrical,0,5.42,1,0,0
418,Lakshman,cv15b1260,20,Male,Civil,0,6.2,0,0,0
419,Muthuswamy,it15b1378,24,Male,Information Technology,0,8.36,0,0,1
420,Ishani,el15b1279,20,Female,Electrical,0,7.14,1,0,0
421,Randhir,me15b1139,22,Male,Mechanical,0,7.15,1,0,0
422,Ishani,it15b1025,23,Female,Information Technology,1,6.21,0,0,0
423,Harilal,cv15b1032,21,Male,Civil,1,7.05,1,0,0
424,Ravichandran,it15b1529,19,Male,Information Technology,1,8.17,0,0,1
425,Aarushi,cs15b1573,20,Female,Computer Science,1,8.16,0,0,1
426,Amarjit,it15b1397,23,Male,Information Technology,1,8.01,0,0,1
427,Ranjitsinh,it15b1517,19,Male,Information Technology,1,6.16,0,0,1
428,Jadunath,cs15b1733,20,Male,Computer Science,1,6.08,0,0,0
429,Navya,cs15b1032,24,Female,Computer Science,1,6.36,0,0,1
430,Gopinathan,ec15b1106,24,Male,Electronics And Communication,1,9.15,0,0,1
431,Diya,cv15b1245,22,Female,Civil,1,7.19,0,0,0
432,Rajan,ec15b1219,21,Male,Electronics And Communication,0,7.08,0,0,0
433,Mansukh,cv15b1144,21,Male,Civil,0,7.14,0,0,0
434,Kripa,cs15b1726,21,Male,Computer Science,1,8.17,1,0,1
435,Ranjitsinh,cs15b1714,21,Male,Computer Science,0,7.45,0,0,0
436,Adwita,cv15b1005,22,Female,Civil,0,7.43,0,0,1
437,Biju,me15b1313,20,Male,Mechanical,0,7.24,1,0,0
438,Pankaj,it15b1208,22,Male,Information Technology,0,6.19,0,0,1
439,Anika,it15b1548,21,Female,Information Technology,1,7.35,0,0,0
440,Pranav,cs15b1229,21,Male,Computer Science,1,7.24,1,0,1
441,Avni,cs15b1395,23,Female,Computer Science,0,7.28,0,0,0
442,Chakrapani,me15b1402,23,Male,Mechanical,0,6.47,1,0,0
443,Rajendra,cs15b1153,21,Male,Computer Science,1,7.32,0,0,0
444,Kripa,me15b1045,21,Male,Mechanical,0,7.16,1,0,1
445,Debaprasad,cs15b1452,21,Male,Computer Science,1,6.45,0,0,0
446,Amrutlal,cv15b1019,22,Male,Civil,0,7.47,0,1,0
447,Ravichandran,cs15b1327,24,Male,Computer Science,0,6.18,1,1,1
448,Rajendra,ec15b1306,21,Male,Electronics And Communication,0,6.33,0,0,0
449,Sunil,it15b1210,22,Male,Information Technology,1,7.33,0,0,0
450,Dnyandeo,me15b1334,22,Male,Mechanical,1,6.34,1,0,0
451,Raghu,it15b1302,22,Male,Information Technology,0,7.27,0,0,1
452,Kavya,cv15b1029,21,Female,Civil,0,6.38,0,0,0
453,Deepak,it15b1287,22,Male,Information Technology,2,8.13,0,0,1
454,Harmeet,cv15b1060,21,Male,Civil,0,6.47,1,1,0
455,Keshav,ec15b1049,21,Male,Electronics And Communication,1,8.36,0,0,1
456,Nida,me15b1009,21,Male,Mechanical,0,8.34,1,0,1
457,Lakshan,cs15b1252,22,Male,Computer Science,2,7.37,1,0,1
458,Inaaya,it15b1486,20,Female,Information Technology,1,7.01,0,0,0
459,Sasha,ec15b1177,25,Female,Electronics And Communication,0,6.49,0,0,1
460,Kripa,cs15b1375,22,Male,Computer Science,3,6.24,0,1,0
461,Anvi,cs15b1705,21,Female,Computer Science,0,8.15,1,0,1
462,Aarohi,it15b1350,22,Female,Information Technology,1,8.09,1,0,1
463,Radhanath,it15b1328,21,Male,Information Technology,0,7.07,0,0,0
464,Diya,cs15b1228,21,Female,Computer Science,0,6.5,0,1,0
465,Amaira,me15b1213,22,Female,Mechanical,1,7.42,1,1,0
466,Prakash,it15b1083,22,Male,Information Technology,0,8.31,0,0,1
467,Mallikarjuna Rao,el15b1290,20,Male,Electrical,0,9.12,1,0,1
468,Sabyasachi,el15b1245,20,Male,Electrical,1,6.19,0,0,1
469,Aaira,cs15b1056,21,Female,Computer Science,2,7.08,0,0,1
470,Keshav,me15b1101,26,Male,Mechanical,1,7.34,1,0,0
471,Rinjish,cs15b1112,21,Male,Computer Science,1,7.43,0,0,0
472,Byramjee,ec15b1062,22,Male,Electronics And Communication,2,7.48,0,1,0
473,Pankaj,el15b1263,19,Male,Electrical,0,8.17,0,0,1
474,Hriday,me15b1171,21,Male,Mechanical,0,9.1,1,0,1
475,Nilesh,el15b1072,22,Male,Electrical,2,6.28,0,0,1
476,Nathuram,cs15b1589,19,Male,Computer Science,2,8.04,0,0,1
477,Sriram,cs15b1730,20,Male,Computer Science,0,7.17,0,1,0
478,Narayan,cs15b1548,21,Male,Computer Science,0,6.46,1,1,0
479,Manabendra,me15b1295,19,Male,Mechanical,0,9.15,1,1,1
480,Ajit,cv15b1195,23,Male,Civil,1,6.18,0,0,0
481,Anisha,it15b1675,23,Female,Information Technology,1,6.47,0,0,0
482,Satish,el15b1097,22,Male,Electrical,0,8.02,0,0,1
483,Aseem,ec15b1191,21,Male,Electronics And Communication,0,8.06,0,1,1
484,Tanmay,cs15b1467,21,Male,Computer Science,2,8.48,0,0,1
485,Ariya,cs15b1045,22,Female,Computer Science,1,5.49,0,0,0
486,Aadya,it15b1688,22,Female,Information Technology,0,7.39,0,0,0
487,Anup,ec15b1409,22,Male,Electronics And Communication,2,6.36,0,0,1
488,Manmohan,cs15b1534,20,Male,Computer Science,0,7.08,0,1,0
489,Nitin,cs15b1084,22,Male,Computer Science,1,8.4,1,0,1
490,Chandrajit,me15b1287,19,Male,Mechanical,2,8.06,1,0,1
491,Kalimuthu,me15b1217,24,Male,Mechanical,0,7.11,1,0,0
492,Rajinder,cs15b1186,25,Male,Computer Science,1,8.13,0,0,1
493,Umesh,cs15b1678,21,Male,Computer Science,1,7.38,0,0,0
494,Nikhil,cs15b1078,22,Male,Computer Science,2,6.14,1,1,0
495,Amaira,cs15b1165,22,Female,Computer Science,2,7.08,0,0,0
496,Nirupam,ec15b1103,26,Male,Electronics And Communication,2,6.3,0,0,1
497,Amaira,me15b1363,20,Female,Mechanical,1,8.06,1,0,1
498,Kazi,cv15b1274,21,Male,Civil,0,7.49,0,0,0
499,Anshita,cv15b1120,21,Female,Civil,1,6.04,0,0,0
500,Arushi,cv15b1141,21,Female,Civil,0,9.07,0,0,1
501,Aditya,el15b1125,21,Male,Electrical,1,8.5,0,1,1
502,Amarsinh,cs15b1120,22,Male,Computer Science,0,7.48,0,1,1
503,Shreya,el15b1093,21,Female,Electrical,1,6.36,0,0,0
504,Ariya,me15b1404,21,Female,Mechanical,0,7.06,1,0,0
505,Alisha,it15b1153,22,Female,Information Technology,1,7.49,1,0,0
506,Krishnadev,ec15b1028,21,Male,Electronics And Communication,2,6.04,1,1,0
507,Rajiv,me15b1128,21,Male,Mechanical,0,8.44,1,0,1
508,Amisha,cv15b1147,21,Female,Civil,2,8.47,0,0,1
509,Aanya,it15b1416,24,Female,Information Technology,1,6.37,0,1,1
510,Vinay,el15b1148,21,Male,Electrical,1,8.36,0,0,1
511,Pitamber,me15b1097,21,Male,Mechanical,2,6.23,1,0,1
512,Tanuj,el15b1099,21,Male,Electrical,0,7.39,0,0,0
513,Shreyas,me15b1160,21,Male,Mechanical,1,7.29,1,0,0
514,Aradhya,cs15b1710,20,Female,Computer Science,0,9.46,0,1,1
515,Surendra,ec15b1050,21,Male,Electronics And Communication,0,8.46,0,0,1
516,Avira,me15b1255,24,Female,Mechanical,0,6.41,1,0,1
517,Manabendra,it15b1661,21,Male,Information Technology,0,7.49,0,1,0
518,Aiza,cv15b1311,22,Female,Civil,0,8.27,1,0,1
519,Araina,cs15b1612,22,Female,Computer Science,0,6.47,0,0,0
520,Aadya,me15b1373,21,Female,Mechanical,0,6.18,0,1,0
521,Navya,ec15b1365,21,Female,Electronics And Communication,0,9.19,0,0,1
522,Kiran,it15b1558,20,Female,Information Technology,1,6.35,0,0,0
523,Anushka,cs15b1108,22,Female,Computer Science,1,6.25,0,0,0
524,Harilal,ec15b1289,21,Male,Electronics And Communication,1,8.14,1,1,1
525,Nysa,it15b1458,20,Female,Information Technology,2,8.33,0,0,1
526,Manmohan,cv15b1042,22,Male,Civil,0,8.34,1,0,1
527,Gunda,it15b1382,20,Male,Information Technology,0,6.48,0,0,0
528,Dnyandeo,me15b1102,24,Male,Mechanical,0,8.3,0,0,1
529,Saisha,ec15b1090,22,Female,Electronics And Communication,1,7.21,0,0,0
530,Anshi,cv15b1161,21,Female,Civil,0,8.5,1,0,1
531,Anisha,it15b1509,21,Female,Information Technology,1,9.03,0,1,1
532,Apoorva,cs15b1748,22,Male,Computer Science,1,7.42,0,0,0
533,Aahana,cv15b1240,21,Female,Civil,0,8.13,0,0,1
534,Risha,it15b1038,24,Female,Information Technology,1,7.49,0,0,0
535,Kavya,ec15b1043,21,Female,Electronics And Communication,0,6.35,0,0,0
536,Chandrajit,cs15b1436,21,Male,Computer Science,0,6.17,0,0,0
537,Prabodh Chandra,cs15b1122,22,Male,Computer Science,0,8.23,0,1,1
538,Arushi,ec15b1010,22,Female,Electronics And Communication,0,8.32,0,0,1
539,Kiara,cs15b1353,22,Female,Computer Science,0,6.42,1,1,0
540,Humayun,cs15b1662,20,Male,Computer Science,2,6.31,1,0,1
541,Navya,it15b1492,20,Female,Information Technology,0,6.19,0,0,0
542,Aarna,ec15b1243,22,Female,Electronics And Communication,1,7.25,1,0,0
543,Maira,it15b1497,21,Female,Information Technology,1,6.41,0,0,0
544,Rajan,me15b1189,22,Male,Mechanical,0,7.37,1,0,0
545,Tanuj,ec15b1139,22,Male,Electronics And Communication,2,6.13,0,0,1
546,Kulbhushan,cv15b1275,20,Male,Civil,2,7.07,0,0,0
547,Saiya,cv15b1186,23,Female,Civil,1,5.44,0,0,0
548,Raja,it15b1691,22,Male,Information Technology,1,7.06,0,0,0
549,Avni,el15b1052,22,Female,Electrical,0,7.06,0,1,0
550,Jaipal,it15b1370,22,Male,Information Technology,1,6.0,0,0,1
551,Jahangir,cv15b1028,22,Male,Civil,1,7.24,0,0,0
552,Shivani,it15b1166,26,Female,Information Technology,1,8.1,0,0,1
553,Sabyasachi,cs15b1651,19,Male,Computer Science,1,6.32,1,0,0
554,Ganpatrao,me15b1420,21,Male,Mechanical,0,8.39,1,0,1
555,Adesh,el15b1271,21,Male,Electrical,0,7.07,1,0,0
556,Anvi,cs15b1654,19,Female,Computer Science,1,7.39,1,0,0
557,Zoya,me15b1419,23,Female,Mechanical,0,6.25,0,0,0
558,Vanya,el15b1302,21,Female,Electrical,0,8.26,0,0,1
559,Rianka,me15b1355,21,Female,Mechanical,0,6.38,1,0,0
560,Avira,ec15b1144,22,Female,Electronics And Communication,2,6.2,0,0,1
561,Bhushan,it15b1609,20,Male,Information Technology,0,8.29,0,0,1
562,Mehar,cs15b1131,21,Male,Computer Science,1,8.02,0,0,1
563,Nihar,ec15b1097,22,Male,Electronics And Communication,1,7.17,0,0,0
564,Amisha,me15b1223,20,Female,Mechanical,0,6.06,1,1,0
565,Neelan,cs15b1066,22,Male,Computer Science,1,8.34,0,0,1
566,Navya,ec15b1188,21,Female,Electronics And Communication,1,7.43,0,0,0
567,Vidyut,it15b1321,26,Male,Information Technology,0,7.06,0,0,1
568,Navya,cs15b1198,22,Female,Computer Science,0,6.26,0,0,1
569,Aiza,me15b1169,22,Female,Mechanical,0,8.47,1,0,1
570,Aarushi,it15b1410,21,Female,Information Technology,0,7.45,0,0,0
571,Narendra,el15b1304,21,Male,Electrical,0,9.17,0,0,1
572,Pranav,me15b1033,22,Male,Mechanical,0,6.15,1,0,0
573,Sneha,cv15b1010,22,Female,Civil,1,6.48,1,0,0
574,Radhanath,cs15b1230,21,Male,Computer Science,0,6.44,0,0,0
575,Saina,el15b1174,23,Female,Electrical,0,8.21,0,1,1
576,Kripa,me15b1265,20,Male,Mechanical,1,7.32,1,0,0
577,Satish,cs15b1209,22,Male,Computer Science,0,8.04,1,0,1
578,Anshika,it15b1438,24,Female,Information Technology,0,6.07,0,0,1
579,Aira,cv15b1265,19,Female,Civil,1,8.19,0,0,1
580,Amit,cs15b1249,22,Male,Computer Science,1,8.44,0,1,1
581,Zara,cs15b1001,21,Female,Computer Science,0,7.26,1,1,1
582,Sahil,ec15b1271,20,Male,Electronics And Communication,0,8.25,0,0,1
583,Aarohi,cs15b1403,21,Female,Computer Science,0,7.33,0,0,1
584,Nitish,cs15b1309,21,Male,Computer Science,0,7.15,0,1,0
585,Pranav,it15b1236,21,Male,Information Technology,0,6.2,0,1,1
586,Narayan,me15b1230,24,Male,Mechanical,0,8.01,1,0,1
587,Shridhar,el15b1240,21,Male,Electrical,0,7.07,1,1,0
588,Anaisha,it15b1681,23,Female,Information Technology,1,8.27,0,0,1
589,Vallabhbhai,el15b1034,21,Male,Electrical,0,8.05,0,0,1
590,Ramesh,ec15b1256,23,Male,Electronics And Communication,0,6.09,0,0,0
591,Ajish,cs15b1050,22,Male,Computer Science,0,5.43,0,0,0
592,Gurcharan,cv15b1232,21,Male,Civil,1,6.18,0,0,0
593,Harjit,it15b1597,20,Male,Information Technology,1,8.32,0,0,1
594,Sukhbir,cs15b1322,26,Male,Computer Science,1,6.34,0,0,1
595,Sekar,me15b1259,23,Male,Mechanical,1,6.06,1,0,0
596,Sriram,cs15b1214,22,Male,Computer Science,1,8.09,0,0,1
597,Anshi,it15b1540,22,Female,Information Technology,1,6.18,0,0,1
598,Raja,el15b1047,21,Male,Electrical,0,6.17,0,0,0
599,Sneha,it15b1682,21,Female,Information Technology,0,8.33,0,0,1
600,Kripa,cv15b1277,20,Male,Civil,0,8.22,0,1,1
601,Diya,ec15b1179,26,Female,Electronics And Communication,0,6.25,0,0,1
602,Kalanidhi,el15b1068,21,Male,Electrical,1,8.27,0,0,1
603,Adarsh,cs15b1628,20,Male,Computer Science,0,6.02,0,0,0
604,Ajay,cs15b1351,21,Male,Computer Science,1,6.05,1,0,0
605,Namik,ec15b1042,22,Male,Electronics And Communication,1,8.3,0,0,1
606,Kavya,it15b1178,21,Female,Information Technology,0,7.05,0,0,1
607,Giridhar,cv15b1131,22,Male,Civil,1,8.36,0,0,1
608,Ishani,it15b1652,23,Female,Information Technology,1,6.16,0,1,0
609,Kaustubh,cs15b1039,24,Male,Computer Science,2,6.09,0,0,1
610,Sarabjit,el15b1082,24,Male,Electrical,1,8.11,0,1,1
611,Diti,ec15b1282,22,Female,Electronics And Communication,3,6.0,0,0,1
612,Avya,me15b1415,21,Female,Mechanical,3,6.35,1,0,1
613,Prabodh Chandra,cs15b1754,21,Male,Computer Science,1,8.25,0,0,1
614,Byramjee,ec15b1322,20,Male,Electronics And Communication,0,8.01,0,1,1
615,Tithira,it15b1106,22,Female,Information Technology,0,8.48,0,0,1
616,Narayan,el15b1167,21,Male,Electrical,0,8.25,0,0,1
617,Vallabhbhai,cs15b1279,22,Male,Computer Science,1,7.43,1,0,0
618,Aaradhya,me15b1370,21,Female,Mechanical,0,7.47,1,1,0
619,Diya,me15b1268,20,Female,Mechanical,0,6.4,1,1,0
620,Kalanidhi,el15b1055,21,Male,Electrical,0,6.02,0,0,1
621,Dheeraj,it15b1148,21,Male,Information Technology,2,6.22,1,0,1
622,Riva,ec15b1402,22,Female,Electronics And Communication,3,8.04,0,1,1
623,Amaya,it15b1288,21,Female,Information Technology,1,9.43,0,0,1
624,Munish,el15b1061,22,Male,Electrical,1,7.43,0,0,0
625,Pitamber,it15b1192,21,Male,Information Technology,0,6.07,0,0,1
626,Ariya,ec15b1332,19,Female,Electronics And Communication,1,7.11,0,0,1
627,Pratul,it15b1162,26,Male,Information Technology,1,6.11,0,0,1
628,Nysa,cv15b1297,20,Female,Civil,0,9.13,0,0,1
629,Miraya,el15b1019,23,Female,Electrical,0,6.22,0,0,0
630,Keshav,it15b1049,22,Male,Information Technology,1,7.03,1,0,0
631,Sarit,me15b1062,21,Male,Mechanical,0,6.08,1,0,1
632,Niyati,el15b1320,21,Female,Electrical,1,8.19,0,1,1
633,Anushka,it15b1085,22,Female,Information Technology,1,6.46,0,0,1
634,Hriday,cs15b1439,24,Male,Computer Science,2,5.34,1,0,0
635,Amrutlal,it15b1221,21,Male,Information Technology,2,8.41,0,1,1
636,Naranbhai,cs15b1059,21,Male,Computer Science,2,8.46,0,0,1
637,Pranav,me15b1039,21,Male,Mechanical,1,6.19,1,0,0
638,Arvind,ec15b1213,20,Male,Electronics And Communication,0,8.46,0,0,1
639,Kyra,it15b1298,21,Female,Information Technology,2,9.48,0,0,1
640,Dhriti,it15b1514,22,Female,Information Technology,2,5.3,0,0,0
641,Narayan,ec15b1126,21,Male,Electronics And Communication,1,8.5,1,1,1
642,Ishika,it15b1368,21,Female,Information Technology,0,7.07,0,0,0
643,Sneha,cs15b1261,22,Female,Computer Science,1,7.35,0,0,1
644,Sara,cs15b1523,22,Female,Computer Science,2,7.03,0,0,0
645,Aarini,cv15b1045,22,Female,Civil,0,6.44,0,0,0
646,Sambhunath,ec15b1300,21,Male,Electronics And Communication,0,7.38,0,0,0
647,Kavya,ec15b1207,21,Female,Electronics And Communication,0,8.23,0,1,1
648,Anaisha,ec15b1173,21,Female,Electronics And Communication,0,8.16,0,0,1
649,Aarohi,el15b1017,23,Female,Electrical,0,5.49,0,0,0
650,Pranay,it15b1104,21,Male,Information Technology,1,6.47,0,0,0
651,Nana,ec15b1309,19,Male,Electronics And Communication,0,7.42,0,0,1
652,Sarabjit,it15b1418,24,Male,Information Technology,1,6.5,0,0,1
653,Akhil,cs15b1335,25,Male,Computer Science,1,7.03,1,0,1
654,Sara,el15b1214,19,Female,Electrical,0,6.49,0,0,0
655,Diya,cs15b1422,22,Female,Computer Science,1,8.37,0,1,1
656,Devesh,ec15b1102,21,Male,Electronics And Communication,2,8.35,0,0,1
657,Kalpesh,cs15b1536,19,Male,Computer Science,0,8.44,0,0,1
658,Utkarsh,it15b1536,22,Male,Information Technology,0,7.1,0,0,1
659,Aanvi,el15b1200,20,Female,Electrical,1,7.16,0,1,1
660,Giridhar,it15b1033,24,Male,Information Technology,3,5.48,0,1,1
661,Rajinder,ec15b1023,21,Male,Electronics And Communication,0,7.49,0,0,1
662,Hemant,cs15b1549,21,Male,Computer Science,2,6.09,0,0,1
663,Sahil,it15b1582,21,Male,Information Technology,0,7.21,0,0,0
664,Aarushi,el15b1122,22,Female,Electrical,2,6.12,0,0,1
665,Samaira,it15b1564,22,Female,Information Technology,0,6.48,0,0,0
666,Ariya,it15b1345,22,Female,Information Technology,1,6.31,0,0,0
667,Ziya,el15b1004,21,Female,Electrical,1,7.16,0,0,1
668,Satyadev,cv15b1046,22,Male,Civil,0,6.11,1,0,0
669,Bali,cs15b1015,21,Male,Computer Science,1,8.3,1,0,1
670,Yogeshwar,me15b1385,21,Male,Mechanical,0,9.4,1,0,1
671,Amrutlal,cs15b1747,23,Male,Computer Science,1,8.34,0,0,1
672,Anup,cv15b1026,22,Male,Civil,0,7.15,1,1,0
673,Sanjay,el15b1178,21,Male,Electrical,0,8.2,0,0,1
674,Ananya,me15b1176,22,Male,Mechanical,1,9.11,1,0,1
675,Amaya,cv15b1065,21,Female,Civil,1,7.48,0,1,0
676,Prabodh Chandra,el15b1070,21,Male,Electrical,1,7.02,0,1,1
677,Ajit,cs15b1100,21,Male,Computer Science,1,7.44,1,0,0
678,Chakrapani,cs15b1775,23,Male,Computer Science,0,6.5,0,1,0
679,Dhriti,ec15b1420,22,Female,Electronics And Communication,0,8.23,0,0,1
680,Munish,ec15b1153,22,Male,Electronics And Communication,1,8.16,1,1,1
681,Sourav,cv15b1202,23,Male,Civil,0,8.45,0,0,1
682,Aiza,it15b1574,20,Female,Information Technology,0,8.3,0,0,1
683,Mukesh,cv15b1299,20,Male,Civil,1,7.28,1,0,0
684,Harjit,cv15b1053,21,Male,Civil,0,6.04,0,0,1
685,Ashu,it15b1142,22,Male,Information Technology,1,7.02,1,0,1
686,Biju,cs15b1522,19,Male,Computer Science,0,8.08,0,0,1
687,Prabodh Chandra,it15b1545,21,Male,Information Technology,0,8.13,0,0,1
688,Sivaprasad,ec15b1091,22,Male,Electronics And Communication,2,8.26,0,0,1
689,Alisha,cs15b1519,20,Female,Computer Science,2,8.49,0,0,1
690,Humayun,it15b1163,26,Male,Information Technology,1,6.12,1,0,1
691,Arun,cs15b1191,24,Male,Computer Science,1,7.42,0,0,1
692,Gam,cv15b1100,22,Male,Civil,0,6.12,1,1,0
693,Risha,cv15b1014,23,Female,Civil,0,7.19,1,0,1
694,Prataprao,ec15b1296,21,Male,Electronics And Communication,1,7.16,0,1,1
695,Pari,el15b1050,21,Female,Electrical,1,6.25,0,1,0
696,Gurcharan,cs15b1690,21,Male,Computer Science,0,8.09,0,0,1
697,Dnyandeo,it15b1429,22,Male,Information Technology,1,6.04,0,0,0
698,Aaradhya,cs15b1349,21,Female,Computer Science,1,6.02,0,0,0
699,Kirpa,me15b1001,22,Male,Mechanical,0,8.48,1,0,1
700,Paridhi,el15b1217,22,Male,Electrical,0,6.29,0,0,0
701,Kulasekhara,ec15b1152,21,Male,Electronics And Communication,2,8.28,0,0,1
702,Debabrata,cs15b1431,21,Male,Computer Science,1,8.18,1,1,1
703,Pramod,it15b1408,24,Male,Information Technology,0,6.31,0,0,1
704,Amaira,cs15b1086,21,Female,Computer Science,1,6.4,0,0,1
705,Yogeshwar,cs15b1055,21,Male,Computer Science,0,8.11,0,0,1
706,Gopinathan,cs15b1027,21,Male,Computer Science,2,7.33,0,0,0
707,Bhupinder,el15b1190,22,Male,Electrical,2,6.13,1,0,1
708,Avira,me15b1153,22,Female,Mechanical,2,8.2,1,0,1
709,Aahana,it15b1326,21,Female,Information Technology,0,7.31,0,0,0
710,Munish,me15b1278,22,Male,Mechanical,0,8.44,1,0,1
711,Anshika,cs15b1206,21,Female,Computer Science,1,8.11,0,0,1
712,Bishamber,me15b1030,21,Male,Mechanical,1,7.01,1,0,0
713,Bishamber,cs15b1772,21,Male,Computer Science,3,8.21,0,0,1
714,Manabendra,ec15b1200,21,Male,Electronics And Communication,1,6.06,0,0,0
715,Aseem,cs15b1741,23,Male,Computer Science,1,7.15,0,0,0
716,Nripendra,it15b1204,22,Male,Information Technology,1,8.46,0,0,1
717,Aiza,cs15b1291,22,Female,Computer Science,0,9.14,1,1,1
718,Tanisha,ec15b1096,21,Female,Electronics And Communication,1,7.15,0,0,1
719,Pihu,me15b1375,21,Female,Mechanical,1,9.39,1,0,1
720,Ishita,ec15b1356,21,Female,Electronics And Communication,0,7.09,0,0,1
721,Sudip,ec15b1261,24,Male,Electronics And Communication,0,6.4,0,0,1
722,Anurag,ec15b1245,23,Male,Electronics And Communication,1,6.34,0,1,0
723,Gam,ec15b1393,21,Male,Electronics And Communication,1,8.3,0,0,1
724,Aritra,cs15b1038,23,Male,Computer Science,1,5.12,0,0,1
725,Paridhi,me15b1412,21,Male,Mechanical,0,7.13,1,0,0
726,Adhar,me15b1107,21,Male,Mechanical,1,7.02,0,0,0
727,Abhishek,cs15b1506,20,Male,Computer Science,0,7.3,0,1,0
728,Ziva,cv15b1086,24,Female,Civil,0,7.29,0,0,0
729,Kalpesh,it15b1056,21,Male,Information Technology,1,7.14,0,0,0
730,Tarun,ec15b1148,22,Male,Electronics And Communication,1,8.2,0,1,1
731,Shreyas,el15b1006,22,Male,Electrical,1,6.34,0,1,0
732,Maulik,it15b1611,21,Male,Information Technology,1,9.09,1,0,1
733,Venkata Swamy,ec15b1109,21,Male,Electronics And Communication,0,6.5,0,0,0
734,Rinjish,cs15b1524,20,Male,Computer Science,1,7.25,0,0,0
